timestamp,id,group,outcome
9/26/16 0:16,712525,control,0
9/26/16 1:01,697796,treatment,0
9/26/16 1:03,850998,treatment,0
9/26/16 1:17,839729,treatment,0
9/26/16 1:18,839729,treatment,1
9/26/16 1:39,398690,treatment,0
9/26/16 2:38,808250,treatment,0
9/26/16 2:51,631221,control,0
9/26/16 3:06,659470,control,0
9/26/16 3:09,332165,treatment,0
9/26/16 3:10,332165,treatment,1
9/26/16 3:16,591554,control,0
9/26/16 3:18,855872,control,0
9/26/16 3:18,855872,control,1
9/26/16 3:49,828173,control,0
9/26/16 3:54,810097,control,0
9/26/16 3:59,419098,control,0
9/26/16 4:04,691753,treatment,0
9/26/16 4:04,691753,treatment,1
9/26/16 5:04,830998,control,0
9/26/16 5:10,226057,treatment,0
9/26/16 5:11,226057,treatment,1
9/26/16 5:25,417019,control,0
9/26/16 5:26,417019,control,1
9/26/16 5:49,321902,treatment,0
9/26/16 6:13,857158,treatment,0
9/26/16 6:27,900572,control,0
9/26/16 6:44,852585,treatment,0
9/26/16 6:44,852585,treatment,1
9/26/16 7:45,333604,control,0
9/26/16 8:05,482798,control,0
9/26/16 8:07,482798,control,1
9/26/16 8:35,771770,control,0
9/26/16 8:35,200826,control,0
9/26/16 9:08,805722,treatment,0
9/26/16 9:23,366151,treatment,0
9/26/16 9:24,366151,treatment,1
9/26/16 9:31,769017,control,0
9/26/16 9:32,769017,control,1
9/26/16 9:49,294127,control,0
9/26/16 10:46,308217,treatment,0
9/26/16 11:09,195681,control,0
9/26/16 11:29,734696,control,0
9/26/16 11:36,835449,treatment,0
9/26/16 11:37,835449,treatment,1
9/26/16 12:35,217944,control,0
9/26/16 13:36,889323,treatment,0
9/26/16 13:41,365028,control,0
9/26/16 13:42,365028,control,1
9/26/16 13:55,324997,control,0
9/26/16 14:55,924123,control,0
9/26/16 15:18,371923,treatment,0
9/26/16 15:47,662354,control,0
9/26/16 15:48,570451,control,0
9/26/16 15:57,358562,treatment,0
9/26/16 16:13,480891,control,0
9/26/16 16:14,480891,control,1
9/26/16 17:09,234444,control,0
9/26/16 17:10,234444,control,1
9/26/16 17:24,792966,control,0
9/26/16 17:25,792966,control,1
9/26/16 17:47,426624,control,0
9/26/16 18:02,550685,control,0
9/26/16 18:02,550685,control,1
9/26/16 19:10,184992,control,0
9/26/16 19:11,184992,control,1
9/26/16 20:16,408715,treatment,0
9/26/16 20:17,802067,control,0
9/26/16 20:17,408715,treatment,1
9/26/16 20:20,713232,control,0
9/26/16 20:25,703473,control,0
9/26/16 20:39,766674,control,0
9/26/16 20:40,766674,control,1
9/26/16 21:22,208263,control,0
9/26/16 22:12,535852,treatment,0
9/26/16 22:27,730970,control,0
9/26/16 22:38,436761,treatment,0
9/26/16 22:41,489523,treatment,0
9/26/16 22:42,489523,treatment,1
9/26/16 23:03,707411,control,0
9/26/16 23:03,707411,control,1
9/27/16 0:07,393493,control,0
9/27/16 0:15,555874,control,0
9/27/16 1:18,413838,control,0
9/27/16 1:28,787142,control,0
9/27/16 1:40,504397,treatment,0
9/27/16 2:05,859036,control,0
9/27/16 2:33,489857,control,0
9/27/16 2:37,676676,treatment,0
9/27/16 2:43,304461,control,0
9/27/16 2:44,304461,control,1
9/27/16 3:16,468496,treatment,0
9/27/16 3:57,604499,control,0
9/27/16 4:08,632767,control,0
9/27/16 4:09,632767,control,1
9/27/16 4:15,726650,control,0
9/27/16 4:16,726650,control,1
9/27/16 5:19,867214,control,0
9/27/16 6:06,823179,control,0
9/27/16 6:16,323891,control,0
9/27/16 6:21,349239,treatment,0
9/27/16 6:22,349239,treatment,1
9/27/16 6:54,913215,control,0
9/27/16 6:54,225854,control,0
9/27/16 6:55,225854,control,1
9/27/16 7:26,828266,treatment,0
9/27/16 7:26,828266,treatment,1
9/27/16 8:12,873677,control,0
9/27/16 8:18,774573,control,0
9/27/16 8:19,774573,control,1
9/27/16 9:02,825953,treatment,0
9/27/16 9:03,825953,treatment,1
9/27/16 9:33,449882,control,0
9/27/16 9:34,449882,control,1
9/27/16 9:39,933055,treatment,0
9/27/16 9:55,413739,control,0
9/27/16 10:47,712268,control,0
9/27/16 10:51,667178,treatment,0
9/27/16 11:02,457832,control,0
9/27/16 11:03,457832,control,1
9/27/16 11:17,404638,treatment,0
9/27/16 12:13,931812,control,0
9/27/16 12:14,931812,control,1
9/27/16 12:16,557715,control,0
9/27/16 12:18,557715,control,1
9/27/16 12:29,786605,treatment,0
9/27/16 12:30,786605,treatment,1
9/27/16 13:06,435555,treatment,0
9/27/16 13:18,435421,control,0
9/27/16 14:17,335252,control,0
9/27/16 14:19,784186,treatment,0
9/27/16 14:54,420863,treatment,0
9/27/16 14:55,420863,treatment,1
9/27/16 15:43,755354,treatment,0
9/27/16 15:44,755354,treatment,1
9/27/16 15:59,528671,control,0
9/27/16 16:32,687687,treatment,0
9/27/16 17:47,253938,control,0
9/27/16 18:22,636192,control,0
9/27/16 18:40,802031,treatment,0
9/27/16 20:59,271548,treatment,0
9/27/16 21:17,619230,treatment,0
9/27/16 21:17,619230,treatment,1
9/27/16 22:16,424146,control,0
9/27/16 22:17,424146,control,1
9/27/16 22:31,887415,treatment,0
9/27/16 22:46,751437,treatment,0
9/27/16 22:51,919453,control,0
9/27/16 23:14,838042,treatment,0
9/27/16 23:14,838042,treatment,1
9/27/16 23:36,536050,treatment,0
9/27/16 23:50,854122,treatment,0
9/28/16 0:42,580650,treatment,0
9/28/16 0:44,443177,control,0
9/28/16 0:45,443177,control,1
9/28/16 1:18,483361,treatment,0
9/28/16 1:40,782149,control,0
9/28/16 1:50,673124,control,0
9/28/16 1:50,673124,control,1
9/28/16 2:00,378232,treatment,0
9/28/16 2:01,378232,treatment,1
9/28/16 2:24,883682,control,0
9/28/16 2:25,883682,control,1
9/28/16 2:52,559812,control,0
9/28/16 2:52,559812,control,1
9/28/16 2:57,295393,control,0
9/28/16 3:34,602789,treatment,0
9/28/16 3:43,931905,control,0
9/28/16 3:44,931905,control,1
9/28/16 3:53,357843,treatment,0
9/28/16 4:08,849987,control,0
9/28/16 4:31,638030,treatment,0
9/28/16 4:32,638030,treatment,1
9/28/16 4:41,450877,control,0
9/28/16 4:43,450877,control,1
9/28/16 5:49,539338,treatment,0
9/28/16 5:50,539338,treatment,1
9/28/16 6:07,237418,treatment,0
9/28/16 7:02,423971,treatment,0
9/28/16 7:18,619878,control,0
9/28/16 8:45,493984,treatment,0
9/28/16 9:17,251716,treatment,0
9/28/16 9:17,251716,treatment,1
9/28/16 9:44,359196,treatment,0
9/28/16 10:38,546596,control,0
9/28/16 10:57,400503,control,0
9/28/16 11:41,407297,control,0
9/28/16 12:39,618384,treatment,0
9/28/16 12:48,232631,treatment,0
9/28/16 12:51,457163,treatment,0
9/28/16 12:54,729953,control,0
9/28/16 13:17,779309,treatment,0
9/28/16 14:33,815910,treatment,0
9/28/16 14:51,541336,treatment,0
9/28/16 15:33,649807,treatment,0
9/28/16 15:34,649807,treatment,1
9/28/16 16:03,884709,treatment,0
9/28/16 16:04,884709,treatment,1
9/28/16 16:46,363131,control,0
9/28/16 16:47,420185,treatment,0
9/28/16 16:48,363131,control,1
9/28/16 17:02,725841,control,0
9/28/16 17:45,883875,control,0
9/28/16 17:46,883875,control,1
9/28/16 17:48,291408,control,0
9/28/16 17:55,634811,control,0
9/28/16 17:56,634811,control,1
9/28/16 18:53,489374,control,0
9/28/16 18:54,489374,control,1
9/28/16 19:27,615186,treatment,0
9/28/16 19:28,615186,treatment,1
9/28/16 19:38,526194,control,0
9/28/16 19:39,497376,control,0
9/28/16 19:41,898133,treatment,0
9/28/16 20:56,228046,treatment,0
9/28/16 21:38,726961,control,0
9/28/16 21:39,726961,control,1
9/28/16 21:50,818850,treatment,0
9/28/16 22:59,676142,control,0
9/28/16 23:11,557859,treatment,0
9/28/16 23:22,559646,treatment,0
9/28/16 23:22,559646,treatment,1
9/28/16 23:40,865309,treatment,0
9/28/16 23:53,230350,control,0
9/28/16 23:54,230350,control,1
9/29/16 1:41,246777,control,0
9/29/16 1:48,378864,control,0
9/29/16 1:49,378864,control,1
9/29/16 2:29,261489,control,0
9/29/16 2:30,261489,control,1
9/29/16 2:30,428396,treatment,0
9/29/16 2:58,700205,treatment,0
9/29/16 2:59,700205,treatment,1
9/29/16 3:15,540729,control,0
9/29/16 3:16,540729,control,1
9/29/16 4:28,388377,control,0
9/29/16 4:29,388377,control,1
9/29/16 5:22,926290,treatment,0
9/29/16 5:27,737955,treatment,0
9/29/16 5:38,352484,control,0
9/29/16 5:46,550280,control,0
9/29/16 5:46,550280,control,1
9/29/16 6:40,789963,treatment,0
9/29/16 7:30,611910,control,0
9/29/16 8:02,811916,control,0
9/29/16 8:07,619415,treatment,0
9/29/16 8:08,619415,treatment,1
9/29/16 8:24,854703,treatment,0
9/29/16 8:39,433949,control,0
9/29/16 9:44,238749,control,0
9/29/16 9:50,645349,treatment,0
9/29/16 9:51,645349,treatment,1
9/29/16 10:30,764290,treatment,0
9/29/16 10:42,427317,treatment,0
9/29/16 10:53,887912,control,0
9/29/16 10:54,887912,control,1
9/29/16 11:38,776364,control,0
9/29/16 11:39,776364,control,1
9/29/16 13:35,718416,control,0
9/29/16 13:41,793781,treatment,0
9/29/16 13:45,919949,treatment,0
9/29/16 13:54,460803,treatment,0
9/29/16 14:06,537260,control,0
9/29/16 14:13,701353,control,0
9/29/16 17:05,814447,control,0
9/29/16 17:50,192842,treatment,0
9/29/16 17:55,432416,treatment,0
9/29/16 17:56,432416,treatment,1
9/29/16 18:31,237346,control,0
9/29/16 18:33,237346,control,1
9/29/16 20:48,744924,control,0
9/29/16 20:54,236182,control,0
9/29/16 21:19,935669,control,0
9/29/16 22:18,828426,control,0
9/29/16 22:20,828426,control,1
9/29/16 22:30,819705,control,0
9/29/16 22:47,506078,control,0
9/29/16 23:04,183089,control,0
9/29/16 23:43,404428,control,0
9/29/16 23:44,404428,control,1
9/30/16 1:09,526403,control,0
9/30/16 1:31,749126,control,0
9/30/16 1:41,223844,treatment,0
9/30/16 2:21,380039,control,0
9/30/16 2:40,696656,treatment,0
9/30/16 2:42,696656,treatment,1
9/30/16 2:51,844240,treatment,0
9/30/16 2:54,198104,treatment,0
9/30/16 4:28,692042,control,0
9/30/16 4:40,595360,control,0
9/30/16 4:53,297965,treatment,0
9/30/16 4:55,297965,treatment,1
9/30/16 5:03,352908,treatment,0
9/30/16 5:05,430193,treatment,0
9/30/16 5:06,430193,treatment,1
9/30/16 5:29,309476,control,0
9/30/16 5:43,399915,treatment,0
9/30/16 5:45,399915,treatment,1
9/30/16 6:14,918596,treatment,0
9/30/16 6:14,918596,treatment,1
9/30/16 6:23,418396,treatment,0
9/30/16 6:33,826501,treatment,0
9/30/16 6:33,826501,treatment,1
9/30/16 7:04,904681,control,0
9/30/16 7:07,217938,treatment,0
9/30/16 7:18,377975,control,0
9/30/16 7:22,622750,control,0
9/30/16 7:36,304119,control,0
9/30/16 8:15,503937,treatment,0
9/30/16 8:46,554579,control,0
9/30/16 9:02,934486,control,0
9/30/16 9:03,934486,control,1
9/30/16 9:11,759450,control,0
9/30/16 10:45,737683,treatment,0
9/30/16 10:45,737683,treatment,1
9/30/16 10:59,527952,treatment,0
9/30/16 11:07,200061,control,0
9/30/16 11:08,200061,control,1
9/30/16 11:21,788377,treatment,0
9/30/16 11:36,505687,control,0
9/30/16 11:39,231776,control,0
9/30/16 12:27,434858,control,0
9/30/16 12:46,809818,treatment,0
9/30/16 12:51,287233,control,0
9/30/16 13:02,395723,treatment,0
9/30/16 13:04,395723,treatment,1
9/30/16 13:14,677294,control,0
9/30/16 13:16,677294,control,1
9/30/16 13:59,759783,control,0
9/30/16 14:00,759783,control,1
9/30/16 14:50,581893,control,0
9/30/16 14:51,581893,control,1
9/30/16 14:56,900876,treatment,0
9/30/16 15:22,919155,treatment,0
9/30/16 16:27,426465,control,0
9/30/16 16:28,426465,control,1
9/30/16 16:36,370113,treatment,0
9/30/16 17:08,578003,treatment,0
9/30/16 17:09,578003,treatment,1
9/30/16 17:51,621925,control,0
9/30/16 17:51,621925,control,1
9/30/16 18:45,741646,control,0
9/30/16 18:49,610236,treatment,0
9/30/16 18:50,528337,control,0
9/30/16 19:32,593934,control,0
9/30/16 20:01,374130,treatment,0
9/30/16 21:02,252675,treatment,0
9/30/16 21:17,680053,control,0
9/30/16 22:14,225328,treatment,0
9/30/16 22:45,329343,control,0
9/30/16 22:46,329343,control,1
9/30/16 22:54,732609,treatment,0
10/1/16 0:18,419220,treatment,0
10/1/16 0:19,419220,treatment,1
10/1/16 0:30,857354,treatment,0
10/1/16 1:07,564317,control,0
10/1/16 1:17,398733,treatment,0
10/1/16 1:22,367861,control,0
10/1/16 1:34,874593,treatment,0
10/1/16 2:16,798527,control,0
10/1/16 2:46,243913,control,0
10/1/16 2:47,586146,control,0
10/1/16 2:47,243913,control,1
10/1/16 3:18,667813,treatment,0
10/1/16 3:21,352461,control,0
10/1/16 3:22,352461,control,1
10/1/16 4:05,405944,control,0
10/1/16 4:17,445193,control,0
10/1/16 4:33,863877,treatment,0
10/1/16 4:40,584788,control,0
10/1/16 4:49,442125,treatment,0
10/1/16 5:06,687985,treatment,0
10/1/16 5:06,687985,treatment,1
10/1/16 5:08,606456,control,0
10/1/16 6:27,814255,treatment,0
10/1/16 7:51,663691,treatment,0
10/1/16 8:10,886958,treatment,0
10/1/16 8:25,589033,treatment,0
10/1/16 8:32,464749,control,0
10/1/16 8:32,681253,control,0
10/1/16 8:35,374164,control,0
10/1/16 8:37,429976,control,0
10/1/16 8:38,494246,control,0
10/1/16 8:52,655266,treatment,0
10/1/16 8:52,655266,treatment,1
10/1/16 9:09,387894,control,0
10/1/16 10:17,206558,treatment,0
10/1/16 10:19,206558,treatment,1
10/1/16 10:42,866836,control,0
10/1/16 10:50,742492,control,0
10/1/16 10:50,742492,control,1
10/1/16 11:17,497922,control,0
10/1/16 11:24,592295,control,0
10/1/16 12:13,545343,treatment,0
10/1/16 12:17,873277,control,0
10/1/16 12:18,873277,control,1
10/1/16 12:18,279949,treatment,0
10/1/16 12:19,279949,treatment,1
10/1/16 12:20,697778,control,0
10/1/16 12:25,369465,treatment,0
10/1/16 13:00,913653,control,0
10/1/16 13:10,402090,control,0
10/1/16 13:11,402090,control,1
10/1/16 13:34,817559,control,0
10/1/16 13:35,817559,control,1
10/1/16 14:38,686900,treatment,0
10/1/16 15:05,559647,treatment,0
10/1/16 15:06,559647,treatment,1
10/1/16 15:20,629050,treatment,0
10/1/16 15:22,405461,control,0
10/1/16 15:22,405461,control,1
10/1/16 15:38,933564,treatment,0
10/1/16 16:48,231140,treatment,0
10/1/16 16:58,456488,treatment,0
10/1/16 17:10,417883,treatment,0
10/1/16 17:38,795866,treatment,0
10/1/16 17:47,881584,treatment,0
10/1/16 17:52,814054,control,0
10/1/16 18:00,860652,control,0
10/1/16 18:10,934795,control,0
10/1/16 18:11,934795,control,1
10/1/16 19:03,451770,control,0
10/1/16 19:25,213229,treatment,0
10/1/16 19:30,476376,control,0
10/1/16 19:31,476376,control,1
10/1/16 19:47,691152,control,0
10/1/16 19:48,691152,control,1
10/1/16 20:41,586560,treatment,0
10/1/16 20:49,914166,control,0
10/1/16 20:51,424505,treatment,0
10/1/16 20:52,424505,treatment,1
10/1/16 21:27,584067,control,0
10/1/16 21:43,231738,control,0
10/1/16 21:46,672277,control,0
10/1/16 22:19,574460,control,0
10/2/16 0:34,675914,control,0
10/2/16 1:43,746681,control,0
10/2/16 2:20,388253,treatment,0
10/2/16 2:27,658065,control,0
10/2/16 2:55,465282,treatment,0
10/2/16 5:10,384362,control,0
10/2/16 6:02,423385,control,0
10/2/16 6:06,766624,treatment,0
10/2/16 6:06,483457,control,0
10/2/16 6:07,766624,treatment,1
10/2/16 6:24,773614,control,0
10/2/16 6:44,783023,treatment,0
10/2/16 7:22,224553,control,0
10/2/16 7:37,189438,treatment,0
10/2/16 7:40,876039,treatment,0
10/2/16 8:55,440182,control,0
10/2/16 9:16,275851,control,0
10/2/16 9:32,378476,treatment,0
10/2/16 9:33,378476,treatment,1
10/2/16 9:58,674584,control,0
10/2/16 10:24,495430,control,0
10/2/16 10:27,651428,treatment,0
10/2/16 10:29,666424,treatment,0
10/2/16 10:30,860419,control,0
10/2/16 11:04,554810,treatment,0
10/2/16 11:34,541367,control,0
10/2/16 12:02,708992,control,0
10/2/16 12:02,708992,control,1
10/2/16 12:41,569198,control,0
10/2/16 12:42,825944,treatment,0
10/2/16 12:43,825944,treatment,1
10/2/16 12:48,715790,treatment,0
10/2/16 13:13,717081,control,0
10/2/16 13:15,717081,control,1
10/2/16 13:24,221640,control,0
10/2/16 14:37,776249,treatment,0
10/2/16 15:06,396642,treatment,0
10/2/16 15:30,335999,treatment,0
10/2/16 15:30,335999,treatment,1
10/2/16 15:45,543261,control,0
10/2/16 15:50,275117,treatment,0
10/2/16 16:16,652353,control,0
10/2/16 17:01,677078,control,0
10/2/16 17:52,292135,treatment,0
10/2/16 17:53,311308,treatment,0
10/2/16 17:54,292135,treatment,1
10/2/16 17:55,311308,treatment,1
10/2/16 17:56,596103,control,0
10/2/16 18:05,732632,control,0
10/2/16 18:48,696456,control,0
10/2/16 18:48,696456,control,1
10/2/16 19:06,661557,control,0
10/2/16 19:08,661557,control,1
10/2/16 19:15,903223,control,0
10/2/16 19:16,903223,control,1
10/2/16 19:30,652877,control,0
10/2/16 21:23,929352,control,0
10/2/16 22:21,883141,treatment,0
10/2/16 22:23,883141,treatment,1
10/2/16 22:23,937003,control,0
10/2/16 22:24,590326,control,0
10/2/16 22:47,808870,treatment,0
10/2/16 23:06,873691,control,0
10/2/16 23:07,873691,control,1
10/2/16 23:28,838075,control,0
10/3/16 0:12,740477,control,0
10/3/16 0:13,740477,control,1
10/3/16 0:55,768170,treatment,0
10/3/16 0:57,768170,treatment,1
10/3/16 1:00,260873,control,0
10/3/16 1:01,260873,control,1
10/3/16 1:11,729334,control,0
10/3/16 1:30,844519,control,0
10/3/16 1:31,844519,control,1
10/3/16 1:40,232843,treatment,0
10/3/16 1:44,786608,control,0
10/3/16 1:46,373646,treatment,0
10/3/16 3:22,777086,treatment,0
10/3/16 3:25,268733,treatment,0
10/3/16 3:50,789500,control,0
10/3/16 3:51,789500,control,1
10/3/16 4:01,189694,control,0
10/3/16 4:02,189694,control,1
10/3/16 4:04,280863,control,0
10/3/16 4:04,280863,control,1
10/3/16 4:41,263533,control,0
10/3/16 4:42,263533,control,1
10/3/16 4:59,565462,treatment,0
10/3/16 5:00,565462,treatment,1
10/3/16 6:25,417946,control,0
10/3/16 6:26,834279,control,0
10/3/16 6:39,675162,control,0
10/3/16 7:55,875078,treatment,0
10/3/16 8:27,344504,treatment,0
10/3/16 9:23,253531,control,0
10/3/16 9:26,346709,control,0
10/3/16 9:40,682049,control,0
10/3/16 11:39,545738,control,0
10/3/16 12:26,746295,control,0
10/3/16 12:46,868981,control,0
10/3/16 12:54,826048,control,0
10/3/16 13:04,290179,treatment,0
10/3/16 13:11,799283,control,0
10/3/16 13:29,409783,control,0
10/3/16 13:29,352736,control,0
10/3/16 13:29,409783,control,1
10/3/16 14:13,651919,control,0
10/3/16 14:24,897647,treatment,0
10/3/16 14:24,897647,treatment,1
10/3/16 14:40,267391,control,0
10/3/16 14:41,267391,control,1
10/3/16 15:35,875762,control,0
10/3/16 17:21,230136,treatment,0
10/3/16 17:28,261705,treatment,0
10/3/16 17:28,261705,treatment,1
10/3/16 18:05,506558,control,0
10/3/16 18:05,506558,control,1
10/3/16 18:55,183524,control,0
10/3/16 19:22,542831,control,0
10/3/16 19:30,676381,treatment,0
10/3/16 19:31,676381,treatment,1
10/3/16 19:41,652629,treatment,0
10/3/16 19:46,832343,treatment,0
10/3/16 19:46,832343,treatment,1
10/3/16 20:20,831394,treatment,0
10/3/16 20:20,831394,treatment,1
10/3/16 22:43,529350,control,0
10/3/16 23:15,251572,control,0
10/3/16 23:16,251572,control,1
10/3/16 23:28,564976,treatment,0
10/3/16 23:32,355306,treatment,0
10/4/16 0:05,246836,treatment,0
10/4/16 0:06,246836,treatment,1
10/4/16 0:45,661251,control,0
10/4/16 0:45,661251,control,1
10/4/16 0:46,880338,treatment,0
10/4/16 1:01,754267,control,0
10/4/16 1:02,299103,treatment,0
10/4/16 1:14,740161,treatment,0
10/4/16 1:57,643047,treatment,0
10/4/16 3:04,337439,control,0
10/4/16 4:30,672535,control,0
10/4/16 6:17,305577,treatment,0
10/4/16 6:18,305577,treatment,1
10/4/16 6:21,799200,control,0
10/4/16 6:22,799200,control,1
10/4/16 6:50,411360,treatment,0
10/4/16 6:50,411360,treatment,1
10/4/16 7:06,593483,control,0
10/4/16 7:08,327438,treatment,0
10/4/16 8:00,707837,control,0
10/4/16 8:09,672387,control,0
10/4/16 8:33,787220,control,0
10/4/16 8:34,787220,control,1
10/4/16 8:48,833186,control,0
10/4/16 9:05,401640,control,0
10/4/16 9:13,855285,control,0
10/4/16 10:07,331747,treatment,0
10/4/16 10:22,921110,control,0
10/4/16 11:34,906577,control,0
10/4/16 11:42,796002,control,0
10/4/16 12:12,647002,control,0
10/4/16 12:37,322038,control,0
10/4/16 12:38,322038,control,1
10/4/16 13:23,183938,treatment,0
10/4/16 13:23,183938,treatment,1
10/4/16 14:02,847797,treatment,0
10/4/16 14:48,547103,control,0
10/4/16 14:48,834767,control,0
10/4/16 15:14,624490,control,0
10/4/16 16:00,627221,control,0
10/4/16 16:28,520428,treatment,0
10/4/16 16:29,520428,treatment,1
10/4/16 16:33,642075,treatment,0
10/4/16 16:51,933594,treatment,0
10/4/16 17:09,789917,treatment,0
10/4/16 17:18,444204,control,0
10/4/16 17:18,444204,control,1
10/4/16 17:35,427416,control,0
10/4/16 17:52,332115,control,0
10/4/16 17:54,528913,control,0
10/4/16 17:54,528913,control,1
10/4/16 18:14,543217,treatment,0
10/4/16 18:58,920845,control,0
10/4/16 18:59,920845,control,1
10/4/16 19:22,680954,control,0
10/4/16 20:05,461843,treatment,0
10/4/16 21:03,215711,treatment,0
10/4/16 21:03,215711,treatment,1
10/4/16 21:36,395546,control,0
10/4/16 21:41,485397,control,0
10/4/16 21:58,741046,control,0
10/4/16 22:31,492817,treatment,0
10/4/16 22:34,548127,control,0
10/4/16 22:42,462682,treatment,0
10/4/16 23:18,380840,control,0
10/5/16 0:54,505111,control,0
10/5/16 1:09,887233,control,0
10/5/16 1:10,887233,control,1
10/5/16 1:42,548958,treatment,0
10/5/16 2:06,260006,control,0
10/5/16 2:25,563932,control,0
10/5/16 2:26,563932,control,1
10/5/16 3:01,289928,treatment,0
10/5/16 3:03,786767,control,0
10/5/16 3:44,402000,control,0
10/5/16 3:58,855845,treatment,0
10/5/16 4:04,466795,control,0
10/5/16 4:24,629121,treatment,0
10/5/16 4:25,629121,treatment,1
10/5/16 4:55,738245,treatment,0
10/5/16 4:57,528259,control,0
10/5/16 4:57,528259,control,1
10/5/16 5:05,533927,treatment,0
10/5/16 5:16,529493,control,0
10/5/16 5:17,703309,control,0
10/5/16 5:27,642717,control,0
10/5/16 5:36,877129,control,0
10/5/16 5:38,877129,control,1
10/5/16 5:40,232105,control,0
10/5/16 5:53,362555,control,0
10/5/16 6:06,710851,treatment,0
10/5/16 6:51,601984,control,0
10/5/16 6:53,857096,treatment,0
10/5/16 7:18,574276,treatment,0
10/5/16 8:15,878591,treatment,0
10/5/16 8:36,925070,control,0
10/5/16 8:37,925070,control,1
10/5/16 9:33,376290,treatment,0
10/5/16 10:31,324368,treatment,0
10/5/16 10:32,324368,treatment,1
10/5/16 11:21,933385,control,0
10/5/16 11:52,672380,treatment,0
10/5/16 11:56,739903,control,0
10/5/16 12:28,913773,treatment,0
10/5/16 12:29,913773,treatment,1
10/5/16 13:28,888614,treatment,0
10/5/16 13:30,279509,treatment,0
10/5/16 13:42,643053,treatment,0
10/5/16 13:59,411214,control,0
10/5/16 14:40,330972,treatment,0
10/5/16 14:40,330972,treatment,1
10/5/16 15:16,867034,treatment,0
10/5/16 15:21,193555,treatment,0
10/5/16 15:41,692492,control,0
10/5/16 16:20,893652,control,0
